JOI|7.7|8.18|-0.48|-0.0623|40894163
JOR|2.3|2.28|0.02|0.0087|113217130
JPQW|8.4|9.04|-0.64|-0.0762|7902312
JPT|41.82|41|0.82|0.0196|14654137463
JQV|33.79|33.81|-0.02|-0.0006|686399484
JRO|4.2|4.09|0.11|0.0262|77637542
JSK|10.33|10|0.33|0.0319|26176387
JTNM|46.68|44.99|1.69|0.0362|290972608
JTQ|28.81|27.41|1.4|0.0486|50268826
JTS|61.81|58.97|2.84|0.0459|304849775
JUAY|11.2|11.82|-0.62|-0.0554|826224629
JUQI|26.25|27.48|-1.23|-0.0469|541133162
JUU|35.47|36.09|-0.62|-0.0175|2097616
JUY|22.83|22.91|-0.08|-0.0035|70673294
JVDJ|32.54|32.15|0.39|0.012|27090137
JVK|8.28|8.34|-0.06|-0.0072|28084426
JVP|18.42|18.18|0.24|0.013|395158183
JVSP|44.17|39.58|4.59|0.1039|19593564
JVZ|51.36|61.9|-10.54|-0.2052|22874675
JWB|47.9|38.9|9|0.1879|618246039
JWI|3.99|4.09|-0.1|-0.0251|26616793
JXM|4.04|4.04|0|0|109109581
JXMP|68.48|62.04|6.44|0.094|17846026
JY|43.65|51.35|-7.7|-0.1764|1288848435
JYFV|45.45|45.59|-0.14|-0.0031|8598692
JYH|50.47|50.31|0.16|0.0032|17914960
JYJ|25.4|24.95|0.45|0.0177|1685874538
JZIR|5.78|6.36|-0.58|-0.1003|8003298
KAHF|98.33|97.9|0.43|0.0044|49750467
KAK|30.25|31.11|-0.86|-0.0284|22794993
KBH|16.96|17.88|-0.92|-0.0542|111616049
KCE|13.04|12.32|0.72|0.0552|1688616
KCN|19.45|18.23|1.22|0.0627|162809960
KDA|53.5|57.15|-3.65|-0.0682|500427279
KDMS|26.09|25.87|0.22|0.0084|1308427335
KDV|44.61|43.42|1.19|0.0267|606951
KEK|71.61|73.14|-1.53|-0.0214|21271131
KFH|56.09|54.9|1.19|0.0212|674790197
KFU|37|35.61|1.39|0.0376|306560868
KFX|131.95|137.42|-5.47|-0.0415|1236568522
KGJ|12.1|12.38|-0.28|-0.0231|282774855
KGU|21.17|19.91|1.26|0.0595|2278795
KGZ|6.65|6.59|0.06|0.009|292486405
KH|48.47|49.67|-1.2|-0.0248|103180973
KHH|13.6|13.35|0.25|0.0184|492972394
KIG|169.64|174.11|-4.47|-0.0263|2017962797
KIIB|80.35|81.69|-1.34|-0.0167|361378169
KIR|25.4|25.4|0|0|67979940
KJD|13.45|12.47|0.98|0.0729|4313170
KJI|15.37|15.05|0.32|0.0208|682036534
KJQ|13.42|13.44|-0.02|-0.0015|1990591
KJS|38|35.48|2.52|0.0663|234642950
KJU|7.36|7.12|0.24|0.0326|170944587
KKIO|109.52|94.25|15.27|0.1394|42428524
KMB|6.41|6.66|-0.25|-0.039|123460215
KMH|10.56|9.13|1.43|0.1354|2927561050
KNC|146.1|145.89|0.21|0.0014|80464709
KNG|17.35|17.03|0.32|0.0184|110644905
KNOC|2.81|2.84|-0.03|-0.0107|60278637
KNT|31.35|27.33|4.02|0.1282|274514585
KOC|126.47|135.9|-9.43|-0.0746|274703044
KOK|14.85|14.55|0.3|0.0202|16872538327
KOV|81.17|83.07|-1.9|-0.0234|451507180
KOY|14.18|14.64|-0.46|-0.0324|12771400
KPFH|4.04|4.14|-0.1|-0.0248|40883843
KPG|54.26|51.49|2.77|0.0511|12526742
KPW|15.25|14.32|0.93|0.061|154175897
KQH|12.8|12.18|0.62|0.0484|41620920
KQO|8.67|8.71|-0.04|-0.0046|13182799
KQS|21.37|21.97|-0.6|-0.0281|5119778
KQWC|150.23|143.7|6.53|0.0435|481403524
KRX|22.3|18.43|3.87|0.1735|542766129
KRY|37.48|32.84|4.64|0.1238|13241892
KS|11.98|11.29|0.69|0.0576|14652999
KTR|14.02|13.79|0.23|0.0164|123984646
KTY|1.74|1.73|0.01|0.0057|568408175
KUF|57.46|58.93|-1.47|-0.0256|279211
KUG|15.46|15.19|0.27|0.0175|223584259
KUH|5.29|5.32|-0.03|-0.0057|19633085
KUS|15.1|15.62|-0.52|-0.0344|313002535
KUW|31.22|27.58|3.64|0.1166|8039348
KUZ|11.04|11.54|-0.5|-0.0453|22250024
KVAW|167.88|165.99|1.89|0.0113|33003419
KVH|56.84|56.14|0.7|0.0123|4626950
KVU|26.69|26.26|0.43|0.0161|699178703
KWJ|5.87|5.93|-0.06|-0.0102|1917198
KXLZ|43.81|44.28|-0.47|-0.0107|371676945
KXU|5.86|5.86|0|0|7672592
KYER|20.1|20.07|0.03|0.0015|19324558
KYP|8.26|8.58|-0.32|-0.0387|132557221
KZ|35.45|34.68|0.77|0.0217|114760570
KZO|3.55|3.78|-0.23|-0.0648|24491058
KZQ|21.89|21.54|0.35|0.016|485910211
LAHN|24.86|25|-0.14|-0.0056|608860951
LAL|50.89|49.53|1.36|0.0267|101315318
LARA|6.33|6.49|-0.16|-0.0253|58835253
LBKF|25.2|24.31|0.89|0.0353|20300380
LBT|43.29|42.97|0.32|0.0074|1478153
LCC|67.91|69.14|-1.23|-0.0181|81559527
LDW|8.18|8.38|-0.2|-0.0244|35106211
LDZ|113.22|110.73|2.49|0.022|1519241
LEM|4.7|4.65|0.05|0.0106|1680996650
LFEU|2.33|2.29|0.04|0.0172|628213166
LFN|1.87|1.84|0.03|0.016|2072795
LFQ|56.22|57.57|-1.35|-0.024|87512385935
LGY|22.36|22.13|0.23|0.0103|293346716
LHDU|4.97|4.84|0.13|0.0262|39698675
LHI|13.41|12.84|0.57|0.0425|2993845083
LJQ|79.89|79.75|0.14|0.0018|8926443
LJR|5.45|5.39|0.06|0.011|6174730
LKJ|0.6974|0.7028|-0.0054|-0.0077|361311140
LKM|6.2|6.29|-0.09|-0.0145|162707612
LKSX|21.65|24.53|-2.88|-0.133|77473604
LLS|26.72|26.72|0|0|9019281
LMJC|42.67|42.85|-0.18|-0.0042|37885405
LMN|6.01|6|0.01|0.0017|89502020
LMOF|19.21|17.89|1.32|0.0687|88517071
LNKE|85.08|83.02|2.06|0.0242|2668758748
LNKS|15.17|16.61|-1.44|-0.0949|830000
LNM|11.29|11.2|0.09|0.008|21438340
LNP|6.06|6.13|-0.07|-0.0116|61025697
LOJ|48.49|50.24|-1.75|-0.0361|52847619
LOL|6.25|6.19|0.06|0.0096|10687599
LPJ|181.01|193.9|-12.89|-0.0712|414177102
LPNX|11.51|11.33|0.18|0.0156|174857722
LQFK|7.03|6.63|0.4|0.0569|64120629
LQS|3.28|3.05|0.23|0.0701|36814619
LQX|23.7|23.15|0.55|0.0232|558435
LRL|96.68|100.56|-3.88|-0.0401|17911839
LSA|11.63|11.64|-0.01|-0.0009|46941227822
LSB|63.18|63.91|-0.73|-0.0116|72462566
LSD|29.16|32.09|-2.93|-0.1005|7125991468
LSO|35.87|36.35|-0.48|-0.0134|53978870
LTE|15.58|15.11|0.47|0.0302|1918443
LTPP|37.56|38.12|-0.56|-0.0149|8294049
LULR|86.44|88.16|-1.72|-0.0199|3182834596
LUY|16.62|16.44|0.18|0.0108|2795458
LUZ|155.48|153.79|1.69|0.0109|184438261
LVD|35.14|34.28|0.86|0.0245|7746405
LWB|82.04|78.8|3.24|0.0395|33536554
LWQ|28.01|29.01|-1|-0.0357|124687585431
LXV|4.41|4.08|0.33|0.0748|4248473
LYEX|5.13|5.15|-0.02|-0.0039|17341833
LYHN|32.75|33.74|-0.99|-0.0302|340088756
LYW|16.56|16.49|0.07|0.0042|9085714
LYWV|14.8|14.75|0.05|0.0034|216429108
LZSC|26.84|28.39|-1.55|-0.0577|688211354
MAEK|85.71|82.24|3.47|0.0405|27115551
MAI|30.59|28.47|2.12|0.0693|85806012
MAJ|7.61|7.39|0.22|0.0289|1037490
MAMJ|37.91|37.15|0.76|0.02|283113462
MAPN|129.75|127.12|2.63|0.0203|132761173
MBA|19.86|18.61|1.25|0.0629|3957342
MBN|39.84|39.75|0.09|0.0023|35805315
MBU|15.2|17.05|-1.85|-0.1217|87541030
MDG|10.23|10.12|0.11|0.0108|414149848
MDL|3.32|2.94|0.38|0.1145|5514299
MDR|66.27|66.11|0.16|0.0024|12727314
MEHX|13.3|13.53|-0.23|-0.0173|165639468
MFQ|7.14|7.49|-0.35|-0.049|8077601678
MFV|9.85|9.79|0.06|0.0061|191928839
MFW|41.01|43.03|-2.02|-0.0493|199475172
MFZQ|6.58|6.21|0.37|0.0562|836905712
MGB|50.38|52.31|-1.93|-0.0383|349094854
MGNR|12.76|12.58|0.18|0.0141|10969249
MGV|7.31|5.97|1.34|0.1833|117392129
MHI|12.6|12.86|-0.26|-0.0206|76277274
MHK|2.88|2.88|0|0|763571758
MHP|25.97|26.37|-0.4|-0.0154|58989088860
MHV|43.23|40.54|2.69|0.0622|44487151
MIQ|18.98|16.12|2.86|0.1507|5487340
MIY|12.58|13.33|-0.75|-0.0596|2233859
MJW|9.86|9.77|0.09|0.0091|21094161
MJZ|36.01|36.15|-0.14|-0.0039|5114929
MKQ|10.36|10.6|-0.24|-0.0232|729245269
MKY|75.56|76.64|-1.08|-0.0143|7680155
MLIN|2.72|2.56|0.16|0.0588|64884836
MLM|41.58|39.87|1.71|0.0411|145040208
MMD|5.35|5.24|0.11|0.0206|384262952
MMFU|52.44|51.17|1.27|0.0242|99856970
MNB|2.99|2.81|0.18|0.0602|89761808559
MNI|16.71|15.39|1.32|0.079|139782123
MNM|28.48|27.6|0.88|0.0309|1468074757
MNN|33.5|30.29|3.21|0.0958|93333355
MNTW|7.74|8.4|-0.66|-0.0853|9413141
MNX|15.73|16.65|-0.92|-0.0585|4775036
MNZ|4.75|4.34|0.41|0.0863|57843214
MQ|14.36|14.77|-0.41|-0.0286|4654614832
MQH|18.2|18.73|-0.53|-0.0291|2907272
MQL|5.44|6.53|-1.09|-0.2004|64971440
MQQ|80.4|79.55|0.85|0.0106|15373625
MQSN|138.69|141.32|-2.63|-0.019|186951136
MRD|64.03|70.59|-6.56|-0.1025|111855214
MRP|35.09|36.47|-1.38|-0.0393|305861616
MSE|21.04|35|-13.96|-0.6635|23912293
MSH|83.16|83.62|-0.46|-0.0055|382802
MSPH|14.37|14.05|0.32|0.0223|158937
MTE|23.65|19.82|3.83|0.1619|1961850
MUDV|74.73|78.44|-3.71|-0.0496|138858358
MUL|49.54|51.09|-1.55|-0.0313|114811705
MVE|82.54|82.02|0.52|0.0063|55846560
MVL|374.46|377.03|-2.57|-0.0069|4215748821
MVR|94.13|108.71|-14.58|-0.1549|133160053
MWIN|39.31|40.25|-0.94|-0.0239|1105646
MWO|90.82|87.46|3.36|0.037|1559708226
MWV|30.41|30.67|-0.26|-0.0085|1552389270
MXB|98.15|96.98|1.17|0.0119|93878573
MXX|15.62|15.38|0.24|0.0154|87083743
MYH|7|7.12|-0.12|-0.0171|3425905714
MYX|18.98|19.56|-0.58|-0.0306|17405152
MZUI|39.55|38.46|1.09|0.0276|4776674
MZW|9.13|8.93|0.2|0.0219|53136966
MZZ|47.67|53|-5.33|-0.1118|18493009
NADE|86.69|89.17|-2.48|-0.0286|1124875
NBJ|6.43|6.38|0.05|0.0078|303572147
NBY|11.52|11.23|0.29|0.0252|362915
NCX|22.46|22.47|-0.01|-0.0004|2749915163
NDEL|32.99|33.01|-0.02|-0.0006|29999480
NDF|49.83|48.82|1.01|0.0203|1703921
NEBD|7.98|8.01|-0.03|-0.0038|7483858
NFZ|33.53|37.13|-3.6|-0.1074|258047420
NH|21.05|19.61|1.44|0.0684|403788854
NHAJ|23.19|22.83|0.36|0.0155|49862237
NHO|21.02|22.68|-1.66|-0.079|1883019
NIF|26.04|25.01|1.03|0.0396|95222598
NJL|10.77|10.69|0.08|0.0074|24751770025
NJP|117.11|131.04|-13.93|-0.1189|1174889516
NJU|12.47|12.18|0.29|0.0233|11794558
NJV|14.64|15.67|-1.03|-0.0704|8810124
NKDU|12.93|12.75|0.18|0.0139|95298398
NKHJ|13.96|14.62|-0.66|-0.0473|53099200
NKI|14.12|14.06|0.06|0.0042|134330745
NKQ|32.85|32.39|0.46|0.014|15255426241
NKU|34.57|31.82|2.75|0.0795|205725
NKZ|52.14|54.37|-2.23|-0.0428|7382760
NMY|11.77|12.07|-0.3|-0.0255|1563346
NPL|24.39|24.68|-0.29|-0.0119|37647183
NPN|21.87|20.47|1.4|0.064|393657158
NPP|16.13|19.18|-3.05|-0.1891|461555846
NPQ|12.24|14.04|-1.8|-0.1471|113085147
NQV|26.67|26.45|0.22|0.0082|142308851
NQW|9.79|9.62|0.17|0.0174|18226720
NRAY|82.87|84.88|-2.01|-0.0243|9844748
NRB|91.62|91.86|-0.24|-0.0026|307593384
NRE|95.39|100.2|-4.81|-0.0504|3074325
NRT|16.78|16.23|0.55|0.0328|11794721
NRUY|8.63|8.66|-0.03|-0.0035|29478630
NRWY|35.28|32.84|2.44|0.0692|32972795620
NRX|15.53|14.76|0.77|0.0496|11545817
NSJ|24.93|25.08|-0.15|-0.006|116852136
NSKM|77.34|75.57|1.77|0.0229|529684822
NTC|9.96|9.05|0.91|0.0914|3783702
NTI|24.07|24.4|-0.33|-0.0137|14993754
NTJE|16.95|17.39|-0.44|-0.026|79268168
NTU|17.5|19.1|-1.6|-0.0914|2656372
NVP|31.54|31.99|-0.45|-0.0143|3369312583
NVZ|12.47|12.95|-0.48|-0.0385|1899247335
NWIO|27.72|27.54|0.18|0.0065|13007358
NWYF|11.54|11.56|-0.02|-0.0017|7549740
NXB|176.2|178.63|-2.43|-0.0138|20965926
NXC|12.56|12.11|0.45|0.0358|484966
NXUM|28.1|28.43|-0.33|-0.0117|46887354
NYG|10.85|10.18|0.67|0.0618|3863771
NYH|132.71|126.01|6.7|0.0505|36567019
NZD|419.08|420.29|-1.21|-0.0029|2649359
NZF|1.5|1.52|-0.02|-0.0133|12971528265
NZW|11.34|10.9|0.44|0.0388|206949754
NZY|29.39|29.33|0.06|0.002|1518204385
OA|12.47|12.07|0.4|0.0321|307765
OAL|16.45|16.64|-0.19|-0.0116|641127713
OATA|26.28|17.21|9.07|0.3451|20627945
OBF|18.98|18.46|0.52|0.0274|164088659
OBQ|31.12|31.83|-0.71|-0.0228|6097131
OCC|12.53|12.27|0.26|0.0208|24634050
ODO|28.22|28.5|-0.28|-0.0099|6812129
OEP|40.12|41.57|-1.45|-0.0361|359310
OFW|39.22|40.67|-1.45|-0.037|65041202
OHKR|60.01|61.48|-1.47|-0.0245|1107366060
OHQ|27.07|25.72|1.35|0.0499|62986113
OHVX|28.15|28.44|-0.29|-0.0103|24442962
OIA|3.88|3.8|0.08|0.0206|45550255
OIHC|5.28|5.39|-0.11|-0.0208|84891419
OIJ|29.91|29.3|0.61|0.0204|48446547
OKV|3.88|3.29|0.59|0.1521|10186403
OKWE|67.55|69.15|-1.6|-0.0237|442706031
OLST|20.05|20.22|-0.17|-0.0085|92618249
OLZ|54.77|56.46|-1.69|-0.0309|1379497865
OMPS|102.08|92.74|9.34|0.0915|610157866
ONN|17.47|20.27|-2.8|-0.1603|95110983
OOB|6.22|6.28|-0.06|-0.0096|4587336
OOK|32.67|35.23|-2.56|-0.0784|3991739
OOPM|7.79|7.45|0.34|0.0436|111890704
OOX|30.61|32.87|-2.26|-0.0738|1883404522
OOZZ|49.34|47.67|1.67|0.0338|87609808
OPEM|136.7|134.49|2.21|0.0162|4176981859
OPF|17.82|18.16|-0.34|-0.0191|119578273
OQC|12.84|12.81|0.03|0.0023|16163747
OQJ|8.41|8.27|0.14|0.0166|4642766
OQW|20.26|21.46|-1.2|-0.0592|8070697
OQZJ|12.23|12.02|0.21|0.0172|3509652654
ORI|75.2|77.46|-2.26|-0.0301|371070405
ORK|36.3|37.23|-0.93|-0.0256|964236753
OSJ|22.1|22.22|-0.12|-0.0054|69672811
OSP|5.55|5.57|-0.02|-0.0036|22265347
OTE|2.73|2.89|-0.16|-0.0586|555857506
OTG|24.58|23.61|0.97|0.0395|55025566
OUG|56.04|56.59|-0.55|-0.0098|8686880
OUS|16.69|16.34|0.35|0.021|80635018
OUY|25.67|24.54|1.13|0.044|653602620
OVL|239.78|232.48|7.3|0.0304|53763223
OVQ|160.52|156.27|4.25|0.0265|1130067
OVT|6.66|6.62|0.04|0.006|19575717
OVZA|5.54|5.64|-0.1|-0.0181|28587133
OWO|103.4|101.63|1.77|0.0171|12998736
OYA|39.15|40.38|-1.23|-0.0314|47745459
OYF|15.64|15.57|0.07|0.0045|343889
OYP|40.37|43.1|-2.73|-0.0676|35394038
OZH|10.03|11.59|-1.56|-0.1555|3932430980
OZQA|10.58|10.42|0.16|0.0151|44209061696
OZX|13.13|12.89|0.24|0.0183|53935974
PAB|30.68|31.41|-0.73|-0.0238|8228802
PAK|52.21|54.63|-2.42|-0.0464|21308102
PCB|11.46|11.25|0.21|0.0183|313215907
PDG|69.68|72|-2.32|-0.0333|57579894
PDRJ|27.86|27.76|0.1|0.0036|18174353
PEK|39.41|39.51|-0.1|-0.0025|105481153
PEL|10.37|10.22|0.15|0.0145|27628094
PFA|26.4|24.68|1.72|0.0652|869099734
PHK|13.03|12.38|0.65|0.0499|9869010
PHN|44.62|44.33|0.29|0.0065|392907807
PIQ|35.08|34.19|0.89|0.0254|5104882
PIZ|91.44|91.7|-0.26|-0.0028|3591166
PJ|29.95|28.53|1.42|0.0474|1740871
PJQ|9.57|10.09|-0.52|-0.0543|115485095
PKSY|8.46|8.42|0.04|0.0047|165514396
PKX|23.85|24.48|-0.63|-0.0264|1063764498
PLBR|9.34|9.51|-0.17|-0.0182|1425505055
PLQF|30.26|31.07|-0.81|-0.0268|2250279070
PNOW|11.84|10.58|1.26|0.1064|101572269513
PNZ|26.84|22.54|4.3|0.1602|1297642
PNZM|177.78|172.7|5.08|0.0286|9010604
POQP|5.06|4.41|0.65|0.1285|2714171198
PPX|30.19|28.44|1.75|0.058|13999729
PQB|47.95|49.23|-1.28|-0.0267|685266660
PQR|13.7|13.04|0.66|0.0482|20302143
PRA|9.28|9.18|0.1|0.0108|1267260662
PRD|2.13|2.14|-0.01|-0.0047|6403484
PRDP|44.65|44.11|0.54|0.0121|21761141
PRW|16.72|16.79|-0.07|-0.0042|235384262
PSE|37.15|36.97|0.18|0.0048|2001837
PSIH|6.07|5.89|0.18|0.0297|107160995
PSJ|181|173.54|7.46|0.0412|1654305
PSM|3.77|3.8|-0.03|-0.008|85461408
PSN|23.53|22.2|1.33|0.0565|761040643
PVO|8.92|8.9|0.02|0.0022|213549853
PVP|14.03|15.15|-1.12|-0.0798|1401971524
PVYK|29.05|29.93|-0.88|-0.0303|5740167
PW|57.41|59.85|-2.44|-0.0425|3352034394
PXB|15.79|15.66|0.13|0.0082|13761185
PXT|50.14|49.35|0.79|0.0158|17733926
PYF|18.04|18.14|-0.1|-0.0055|20307597
PYG|19.3|18.97|0.33|0.0171|511121
PYH|19.11|20.62|-1.51|-0.079|81001461
PYJY|21.69|21.19|0.5|0.0231|14573152
PYO|14.37|14.18|0.19|0.0132|1874398364
PYQT|20.55|20.15|0.4|0.0195|1547627572
PYS|6.5|6.71|-0.21|-0.0323|635700
PYU|7.14|7.05|0.09|0.0126|142338797
PYY|35.33|35.86|-0.53|-0.015|123976353
PZY|55.94|56.58|-0.64|-0.0114|29664010016
QABA|13.21|12.6|0.61|0.0462|56433972
QAC|23.31|22.93|0.38|0.0163|9033233
QAL|16.71|15.89|0.82|0.0491|164700224
QB|20.89|22.18|-1.29|-0.0618|43329486
QBE|44.83|46.99|-2.16|-0.0482|17811078
QBG|169.41|165.59|3.82|0.0225|176459143
QBO|27.25|26.1|1.15|0.0422|79334138
QCF|3.31|3.28|0.03|0.0091|4460148708
QCH|129.56|128.08|1.48|0.0114|34681906
QD|100.41|99.81|0.6|0.006|23693647
QDEY|66.11|65.74|0.37|0.0056|2386656
QDP|12.01|12.06|-0.05|-0.0042|662529
QEBC|119.51|115.49|4.02|0.0336|115255041
QEDV|10.19|10.93|-0.74|-0.0726|1537932767
QEF|7.54|7.39|0.15|0.0199|464049994
QEP|14.19|14.21|-0.02|-0.0014|26501322
QEU|11.39|10.7|0.69|0.0606|15823787
QFEI|24.16|23.44|0.72|0.0298|627509
QGE|35.32|36.34|-1.02|-0.0289|1315250
QGR|30.77|30.95|-0.18|-0.0058|3182907146
QHID|20.54|20.86|-0.32|-0.0156|1082239
QHL|38.05|40.08|-2.03|-0.0534|6223436
QHNR|5.17|5.31|-0.14|-0.0271|5182904
QHTN|51.21|47.82|3.39|0.0662|1347736
QIS|96.94|95.99|0.95|0.0098|1697600679
QIT|82.44|70.26|12.18|0.1477|24056696
QIU|6.89|6.88|0.01|0.0015|5224587
QIV|4.32|4.7|-0.38|-0.088|405905702
QIY|9.98|9.03|0.95|0.0952|9591176
QJF|9.28|9.47|-0.19|-0.0205|15762375
QJR|4.54|4.65|-0.11|-0.0242|59534242
QKA|19.56|19.89|-0.33|-0.0169|1304193321
QKF|31.89|31.97|-0.08|-0.0025|9471648
QLLN|11.75|11.53|0.22|0.0187|756142414
QMX|8.69|8.56|0.13|0.015|1238963882
QNQ|3.43|3.41|0.02|0.0058|65071841
QNY|1.87|1.99|-0.12|-0.0642|240402110
QOE|4.21|5.32|-1.11|-0.2637|355404757
QOG|13.79|13.48|0.31|0.0225|88542424
QOZ|8.9|8.31|0.59|0.0663|171684809
QPPI|25.22|26.87|-1.65|-0.0654|581400970
QPSB|12.91|14.27|-1.36|-0.1053|118950
QPU|33.74|32.21|1.53|0.0453|2572028600
QQBZ|10.52|10.29|0.23|0.0219|4561018
QQEL|2.76|2.7|0.06|0.0217|6141148537
QSN|2.08|2.05|0.03|0.0144|76206007
QSO|41.09|41.62|-0.53|-0.0129|2065996
QSR|30.37|30.84|-0.47|-0.0155|388631200
QTK|6.19|6.03|0.16|0.0258|34900859
QTL|30.01|27.27|2.74|0.0913|636423573
QTLN|7.25|7.35|-0.1|-0.0138|90924867
QTZ|32.72|31.12|1.6|0.0489|278092103
QUB|31.25|32.99|-1.74|-0.0557|2973591009
QUR|10.97|10.78|0.19|0.0173|359006892
QUS|10.01|10.03|-0.02|-0.002|52435172
QUX|4.6|4.61|-0.01|-0.0022|2021216012
QVJ|94.05|93.37|0.68|0.0072|64688809
QVX|28.07|28.61|-0.54|-0.0192|81582942
QWA|11.03|11.83|-0.8|-0.0725|364128293
QWK|13.22|13.38|-0.16|-0.0121|88273364
QWZ|44.33|43.61|0.72|0.0162|83107874823
QX|19.86|20.41|-0.55|-0.0277|365807060
QXC|20.37|20.63|-0.26|-0.0128|55456622
QXJ|24.93|25.62|-0.69|-0.0277|16304584
QXR|10.9|10.89|0.01|0.0009|272887327
QYI|33.99|33.73|0.26|0.0076|36480305
QYK|4.68|4.8|-0.12|-0.0256|444651611
QYM|23.66|23.45|0.21|0.0089|181114968
QYO|102.24|114.23|-11.99|-0.1173|142836455
RAK|8.45|8.46|-0.01|-0.0012|1790427501
RALG|161.04|161|0.04|0.0002|81826172
RAR|49.36|50.25|-0.89|-0.018|726670729
RAUW|37.67|37.46|0.21|0.0056|4480969
RBA|16.27|16.51|-0.24|-0.0148|283435760
RBG|9.46|9.2|0.26|0.0275|5695181
RBW|10.2|9.86|0.34|0.0333|5445915
RBZ|5.91|5.87|0.04|0.0068|2591431068
RCDW|108.36|108.07|0.29|0.0027|1023990839
RCHO|56.81|55.61|1.2|0.0211|161959115
RCX|12.76|11.42|1.34|0.105|35376325
RDQ|16.54|16.88|-0.34|-0.0206|70571965
RDS|13.49|12.03|1.46|0.1082|3659181
RDVV|45.19|44.97|0.22|0.0049|6060432
RDY|23.92|23.85|0.07|0.0029|7730302
REK|59.97|59.73|0.24|0.004|14554998
REZ|13.94|15.53|-1.59|-0.1141|102550864
RFF|56.59|55.54|1.05|0.0186|30103875
RFQ|32.73|32.82|-0.09|-0.0027|53731248
RGXG|327.22|346.54|-19.32|-0.059|20709086
RHPU|52.83|54.29|-1.46|-0.0276|3825671628
RHS|11.72|12.04|-0.32|-0.0273|790315535
RIJ|43.62|40.72|2.9|0.0665|479279304
RIQ|33.63|33.4|0.23|0.0068|397013232
RKC|9.5|9.34|0.16|0.0168|134092661
RKI|35.88|35.75|0.13|0.0036|25366258
RKQL|7.85|7.24|0.61|0.0777|17527533697
RKS|0.1196|0.0688|0.0508|0.4247|26239696
RKY|15.19|14.75|0.44|0.029|17733323
RL|86.29|90.46|-4.17|-0.0483|11729292
RLA|12.3|12.4|-0.1|-0.0081|775782930
RLL|24.34|23.41|0.93|0.0382|40738701
RLON|12.08|14.31|-2.23|-0.1846|1049416333
RMAR|100.41|96.09|4.32|0.043|525222807
RMRK|19.75|19.22|0.53|0.0268|2256377352
RNE|2.47|2.47|0|0|89989829
RNN|17.79|16.72|1.07|0.0601|15938565
ROV|65.17|63.52|1.65|0.0253|17277193
RPU|18.51|17.82|0.69|0.0373|2304342615
RQB|10.67|11.95|-1.28|-0.12|4036667261
RQF|30.62|31.57|-0.95|-0.031|11301774951
RQR|24.85|24.51|0.34|0.0137|4169105
RQX|276.93|280.75|-3.82|-0.0138|915825498
RRF|67.94|70.23|-2.29|-0.0337|349319175
RRLR|19.19|20.92|-1.73|-0.0902|121503
RRPI|19.05|19.37|-0.32|-0.0168|11154609
RRWN|53.77|60.6|-6.83|-0.127|128072286
RRYV|44.9|39.37|5.53|0.1232|53348461
RSE|8.64|8.41|0.23|0.0266|1786658115
RTB|32.07|35.27|-3.2|-0.0998|18915141
RTX|42.32|41.73|0.59|0.0139|193622083
RTZ|13.79|13.34|0.45|0.0326|6218819
RUDU|25.33|24.01|1.32|0.0521|68311468
RUY|18.36|19.27|-0.91|-0.0496|438863745
RVA|4.79|4.88|-0.09|-0.0188|14753496
RVR|28.92|29.27|-0.35|-0.0121|580647663
RWFZ|8.7|6.86|1.84|0.2115|9974143
RWI|13.56|13.13|0.43|0.0317|15542908
RWS|12.85|12.47|0.38|0.0296|36079933
RWSB|10.74|10.95|-0.21|-0.0196|179390268
RXI|15.92|16.01|-0.09|-0.0057|1434743379
RXT|2.89|2.84|0.05|0.0173|58824037
RYBT|8.35|8.2|0.15|0.018|96678174
RYO|69.47|65.08|4.39|0.0632|7728517
RYU|11.94|12.55|-0.61|-0.0511|21017082
RZC|8.66|8.46|0.2|0.0231|11531983709
SBE|3.73|3.63|0.1|0.0268|589954860
SBH|75.05|75.73|-0.68|-0.0091|51920634
SCD|135.05|136.43|-1.38|-0.0102|267108056
SCW|20.64|19.5|1.14|0.0552|20081639
SDJ|24.28|31.25|-6.97|-0.2871|732485296
SEF|44.86|44.39|0.47|0.0105|5099532676
SFC|14.77|14.34|0.43|0.0291|290531646
SFNM|4.62|4.58|0.04|0.0087|108843254
SFS|27.23|27.19|0.04|0.0015|14762403
SFV|30.64|30.61|0.03|0.001|70365847
SII|8.72|8.76|-0.04|-0.0046|1735333
SIV|17.13|16.67|0.46|0.0269|102958038
SIVM|49.93|51.29|-1.36|-0.0272|10401360
SJA|102.06|98.59|3.47|0.034|43065037
SJM|5.14|5.23|-0.09|-0.0175|186295200
SJY|24.29|25.29|-1|-0.0412|10199206331
SKL|13.99|13.88|0.11|0.0079|66423517
SKS|47.94|49.2|-1.26|-0.0263|218465672
SLG|7.89|7.81|0.08|0.0101|13608203
SLQ|176.56|176.16|0.4|0.0023|1128626
SMGR|5.16|5.69|-0.53|-0.1027|8084197
SMOH|16.17|15.95|0.22|0.0136|26318606
SPKM|12.52|12.37|0.15|0.012|29796668
SPRR|23.17|22.9|0.27|0.0117|253797230
SRL|15|14.81|0.19|0.0127|371726958
SRVU|6.16|5.96|0.2|0.0325|1139465307
SRX|27.83|28.59|-0.76|-0.0273|2814985
SSC|7.79|7.61|0.18|0.0231|156131014
STL|9.01|8.49|0.52|0.0577|227762308
SUDI|4.69|4.68|0.01|0.0021|49274935
